Real value,Linear Regression,KNeighbors Regressor,DecisionTreeRegressor,Random Forest,XGBRegressor,Gradient Boosting Regressor,Ada Boost Regressor,Support Vector Regressor
0.14,0.06426213363888444,0.13999999999999999,0.15,0.1544000000000002,0.1612091064453125,0.1415647136888331,0.21579579579579589,0.14162363409309908
0.56,0.19553822123636713,0.21000000000000002,0.37,0.5711999999999999,0.5899932980537415,0.5893566159913897,0.5888442211055277,0.2494423805112851
0.04,0.13423214756643426,0.032,0.04,0.03990000000000001,0.028179846704006195,0.07466893865857496,0.2659276018099548,0.006869577389095327
0.0,0.2110307896828271,0.018000000000000002,0.0,0.0,0.0054344297386705875,0.03593446768203525,0.13948717948717956,0.08797661215356445
0.88,0.6721079577461992,0.874,0.93,0.9261,0.9164411425590515,0.8866357825418137,0.6598697916666675,0.944072149268441
0.05,-0.015325267834322809,0.242,0.07,0.09939999999999997,0.105026014149189,0.08514349478997879,0.19979166666666656,0.1244195811492867
0.86,0.6063059466168965,0.9019999999999999,0.87,0.9097,0.903806209564209,0.8432561971271977,0.7048732394366186,0.8202762054142383
0.67,0.7106515580698316,0.51,0.76,0.6096200000000003,0.7484176158905029,0.5750788452164344,0.47998041136141073,0.574683804113856
0.05,0.2889122009361722,0.072,0.01,0.023066666666666676,0.023404810577630997,0.044922469616527745,0.2014563106796116,-0.018642336966625372
0.19,0.15853304597063728,0.22600000000000003,0.18,0.20619999999999986,0.19566111266613007,0.18551692359723915,0.3059003831417621,0.19024052031899474
0.0,0.21185390858517716,0.018,0.0,0.0,-0.04119536653161049,-0.018298058966316682,0.17774703557312244,0.014811555247427444
0.76,0.5857718177173303,0.732,0.69,0.6958,0.8270729780197144,0.7129045996813388,0.6839035087719292,0.703372835488115
0.88,0.4997768195883091,0.768,0.81,0.8489,0.8586858510971069,0.6192237860474568,0.6729861982434135,0.6115087110154076
0.3,0.4021864744291228,0.244,0.24,0.25749999999999984,0.31566330790519714,0.3401233582893861,0.41891666666666694,0.3690204003221516
1.0,0.5796541455269955,0.8119999999999999,0.83,0.8104999999999997,0.8924109935760498,0.7381342098008872,0.6729861982434135,0.8402409951849161
0.35,0.4029328414618913,0.22200000000000003,0.4,0.3066999999999995,0.30970150232315063,0.3732948943346381,0.41891666666666694,0.3742968863268311
0.53,0.57137632555518,0.53,0.52,0.5505000000000004,0.5303175449371338,0.630517157065417,0.6093913043478271,0.4571260223021444
0.03,-0.061013473282923225,0.038,0.030000000000000002,0.030749999999999948,0.02675650082528591,0.018682190445353738,0.1933740831295843,-0.045293982516146636
1.01,0.5882777400918721,0.8119999999999999,0.84,0.8218999999999997,0.868946373462677,0.7381342098008872,0.6729861982434135,0.8571410240457094
0.74,0.5966655684495269,0.754,0.37,0.7454000000000001,0.7598064541816711,0.7844917556598495,0.6408771929824566,0.7105291502475792
0.98,0.6157872942173692,0.9780000000000001,0.98,0.9751000000000003,0.9824073314666748,0.9177868796277079,0.7124857142857145,0.9798851255457621
0.85,0.46027974531832033,0.9040000000000001,0.24,0.6812999999999999,0.7862427234649658,0.5857628854965169,0.5829847494553375,0.5197391597463309
0.1,0.3717766460429379,0.11400000000000002,0.11,0.12769999999999992,0.10476462543010712,0.2807758938993722,0.40431211498973313,0.2941436326262028
0.55,0.38181729324884767,0.5740000000000001,0.68,0.5007000000000003,0.5984845161437988,0.4984010051724805,0.5829847494553375,0.5379267224598818
0.03,0.4122162677114144,0.082,0.05,0.05359999999999994,0.06780580431222916,0.08243074330358746,0.19202247191011232,0.21284610180827335
0.56,0.5003297745451001,0.6719999999999999,0.51,0.5900999999999993,0.5383942723274231,0.5975670609231628,0.5424962178517395,0.4531453469970158
0.79,0.5143533750123004,0.656,0.51,0.6122999999999995,0.7395142316818237,0.6707814274142418,0.6199026763990253,0.6423377259239633
0.99,0.5658563942231931,0.8119999999999999,0.78,0.8045000000000003,0.8914385437965393,0.7319446938720359,0.6729861982434135,0.812302884329358
0.06,0.3201177355708442,0.082,0.13,0.195,0.06600676476955414,0.26055780755687974,0.3704838709677426,0.22866045200183754
0.68,0.6003030489910202,0.5319999999999999,0.73,0.7402999999999994,0.7557711601257324,0.7060646295253352,0.6319354838709674,0.5862162976179581
0.76,0.560489640437653,0.774,0.78,0.7803000000000001,0.7694437503814697,0.7069417272510226,0.6906271777003476,0.7550224426782965
0.91,0.7012595279067237,0.954,0.96,0.9446999999999991,0.9428261518478394,0.9173327916145332,0.7300387596899226,1.0081013284447298
0.0,0.2844566770776527,0.054000000000000006,0.02,0.017900000000000013,0.039006102830171585,0.036216323766551116,0.1768571428571429,-0.0293528669782534
0.76,0.5862480161896132,0.808,0.74,0.8121999999999996,0.8183889389038086,0.7466113111187566,0.6486567164179101,0.7851667650234593
0.01,0.25115757712006404,0.008,0.01,0.011900000000000008,0.014988594688475132,0.05090057867395468,0.1768571428571429,-0.05365580720733182
0.81,0.6449187100828635,0.908,0.88,0.8294000000000004,0.7956033945083618,0.8307169001405404,0.6598697916666675,0.8701569695498319
0.32,0.23136388446472092,0.126,0.25,0.32719999999999994,0.3181975781917572,0.2765135882282233,0.34016129032258063,0.24885896599755178
0.83,0.6446049635114384,0.7179999999999999,0.71,0.7431999999999991,0.7748816013336182,0.7068753649080401,0.6299599198396798,0.6518074213452687
0.35,0.3870705654799894,0.378,0.15,0.22160000000000024,0.3160911202430725,0.35013523262710095,0.31181818181818177,0.4645968654114177
0.26,0.45554752086515155,0.344,0.2,0.38101000000000007,0.3012945055961609,0.48911344078291746,0.5829847494553375,0.4366909672757958
0.03,0.2729997180563093,0.016,0.01,0.011100000000000007,0.013650678098201752,0.14845806426084066,0.2659276018099548,0.1241050240666968
0.89,0.444704922488581,0.966,0.72,0.7505999999999993,0.8357779383659363,0.8285717522402956,0.6839035087719292,0.6323836791223143
0.05,0.11755909752260407,0.046,0.05,0.046199999999999956,0.006929086986929178,-0.0373349955548282,0.19186274509803916,0.032918125607715676
0.67,0.6566210008028563,0.818,0.8,0.7323999999999993,0.6086956262588501,0.7099815338163932,0.6680409356725143,0.6957426838210996
0.02,0.020755363881236943,0.016,0.02,0.019600000000000013,0.015456908382475376,0.031165493070091723,0.1933740831295843,-0.07300060491170446
0.72,0.7606728838073176,0.754,0.83,0.7837499999999991,0.7082358002662659,0.7497122108339073,0.6773285198555948,0.771655852442073
0.88,0.5445061211651064,0.8539999999999999,0.66,0.7373999999999999,0.7533740997314453,0.7424076135414291,0.6299599198396798,0.7462460765162753
0.2,0.38903599284934387,0.278,0.31,0.24669999999999984,0.21904972195625305,0.1789174318649055,0.29933649289099545,0.2300943337050757
0.69,0.5565517905768536,0.6699999999999999,0.66,0.7113999999999993,0.7275004982948303,0.7291281742754365,0.6301937984496128,0.6412470381249101
0.04,0.30174503327256447,0.024,0.02,0.027815000000000003,0.04881647229194641,0.15196328093820144,0.2659276018099548,0.16590762798747963
0.13,-0.023188436860553274,0.156,0.15,0.15630000000000016,0.1339738368988037,0.13229397184423164,0.21090566037735847,0.1003902779984826
0.28,0.14336547411886397,0.21000000000000002,0.13,0.21453333333333352,0.22346092760562897,0.23276695022081734,0.2684000000000004,0.13743752313091748
0.8,0.7230192123928695,0.742,0.77,0.7429000000000007,0.7906015515327454,0.6946095900637527,0.6437662337662335,0.7965254646923001
0.43,0.5945649966455683,0.488,0.36,0.48099999999999954,0.42465740442276,0.5911855403294685,0.6301937984496128,0.6607253815720002
1.01,0.7439463210028625,0.954,1.0,0.9924,0.9900043606758118,0.9177129930555066,0.7405839416058397,1.1004013052290378
0.0,0.28408973452273245,0.074,0.05,0.03969999999999995,0.03882724046707153,0.04430094373403148,0.1788617886178862,0.09948795666419447
0.39,0.5055699628600799,0.264,0.28,0.2714000000000001,0.3051336705684662,0.2678481366448002,0.4553276955602523,0.28121015623228995
0.0,-0.10361050722404563,0.074,0.0,0.0013,0.008890305645763874,-0.001772706285205129,0.1167914438502677,0.03335689088329641
0.02,-0.18196631981237243,0.012,0.01,0.013050000000000006,0.015940528362989426,-0.031105325284230996,0.15923076923076918,-0.06144142278816517
0.91,0.7180035570242358,0.898,0.89,0.8810999999999991,0.8506924510002136,0.8689331524474884,0.7560543130990447,0.9714157705878017
0.87,0.6531641827452656,0.6380000000000001,0.86,0.7959,0.8015167713165283,0.8688439743058751,0.7570420168067254,0.8960501237339356
0.08,0.2538888717851483,0.034,0.07,0.08900000000000005,0.06123396009206772,0.08822031877344301,0.21197802197802196,0.10407208949549374
0.83,0.8674301525053012,0.796,0.78,0.8164999999999997,0.8332374691963196,0.824217977122804,0.7300387596899226,0.7542096064085481
0.02,0.24153305310974296,0.118,0.0,0.01390000000000001,0.019413640722632408,0.041314665925004886,0.2055276381909547,0.09420862641474781
0.54,0.35756516278551265,0.37,0.44,0.37860000000000005,0.44630399346351624,0.28895476675438875,0.29933649289099545,0.16740323571720636
0.78,0.9266384064193969,0.844,0.81,0.8097000000000005,0.78874272108078,0.8393927562138609,0.7560543130990447,0.881599064145224
0.91,0.6285335909338986,0.7779999999999999,0.89,0.8041999999999997,0.9321415424346924,0.8889100658464718,0.6729861982434135,0.7599056784521502
0.0,0.4555843878844208,0.732,0.0,0.002316666666666667,0.0217865239828825,0.11997387162215392,0.19979166666666656,0.8210983425047531
0.0,0.14930160460158776,0.22800000000000004,0.0,0.0001,-0.01768571510910988,0.00145196423490243,0.17524861878453046,0.21403332517612048
0.04,0.1198594899583067,0.031999999999999994,0.04,0.039200000000000006,0.02561788819730282,0.07466893865857496,0.2659276018099548,-0.004396117385489562
0.63,0.6803931366752822,0.6839999999999999,0.67,0.7125000000000012,0.6642585396766663,0.6946095900637527,0.6437662337662335,0.7263957750654391
0.95,0.9308451498875481,0.938,0.98,0.9598000000000004,0.961470365524292,0.8994830586356225,0.8005737704918031,0.9046701916289865
0.92,0.8959830007971958,0.8560000000000001,0.85,0.8724999999999998,0.8236485123634338,0.8114158315959581,0.6437662337662335,0.9071204878387156
0.67,0.541173046936157,0.6199999999999999,0.63,0.6637000000000005,0.6666368842124939,0.6457270634096824,0.6199026763990253,0.5967620314795438
0.03,-0.038239743731096676,0.016,0.03,0.026899999999999983,0.0031847706995904446,0.0022184778843555796,0.1933740831295843,-0.07604713181628253
0.82,0.6708797541212623,0.692,0.91,0.8329,0.911729633808136,0.8377154015892463,0.7560543130990447,0.9005714307650647
0.71,0.38336457817271136,0.302,0.28,0.5025000000000002,0.5914913415908813,0.4900351137657644,0.5325263157894736,0.30468144927725505
0.11,0.5091427181119876,0.19,0.29,0.16459999999999986,0.0018114115810021758,0.18142695952457596,0.19979166666666656,0.353167052830418
0.0,0.32239670276084387,0.202,0.05,0.05239999999999993,0.04739123582839966,0.06147445127903501,0.19979166666666656,0.2014283749159706
0.23,0.5850253145582731,0.24,0.29,0.21739999999999984,0.00962608028203249,0.18990248433459922,0.1788617886178862,0.3963935604201353
0.4,0.5237564832071457,0.356,0.47,0.5176,0.42749184370040894,0.5443950990125336,0.46788321167883207,0.3803896092613154
0.03,0.12136396713813002,0.027999999999999997,0.030000000000000002,0.029724999999999953,0.03070876933634281,0.035495057034357146,0.21090566037735847,0.014616588948654918
0.22,0.13217999188330581,0.21400000000000002,0.21,0.2141000000000003,0.19516338407993317,0.2837753635192903,0.3614999999999997,0.2270927621084014
0.8,0.3905509069767752,0.302,0.28,0.5893999999999998,0.7019255757331848,0.5273299699804084,0.5424962178517395,0.32565620150186114
0.41,0.45864187982933485,0.33,0.33,0.33863333333333323,0.3525388836860657,0.3974078944198078,0.3027950310559004,0.4974245541627289
0.2,0.2551849940958835,0.266,0.24,0.26477999999999957,0.24225057661533356,0.3885238338007086,0.426547619047617,0.27418680060670153
0.42,0.4407380875583912,0.386,0.21,0.41589999999999966,0.35974621772766113,0.4333626185702299,0.5424962178517395,0.37505185412648395
0.33,0.4825269094904268,0.23399999999999999,0.34,0.4147000000000001,0.34924718737602234,0.485828821676882,0.5412820512820512,0.2550698415753596
0.27,0.20889165329421716,0.182,0.215,0.31014499999999995,0.30684489011764526,0.3217511520656417,0.3027950310559004,0.20485730395466248
0.87,0.7079429230928995,0.85,0.91,0.8573000000000002,0.860982358455658,0.8229825894547955,0.7124857142857145,0.8274579456208544
0.31,0.46203693582197913,0.36,0.34,0.35860000000000014,0.3693370819091797,0.5527910268551061,0.6050181818181815,0.5338238579809216
0.09,-0.054277478416495106,0.088,0.06,0.07979999999999988,0.1057613343000412,0.09055398665989695,0.2298029556650247,0.07488462617976685
0.05,0.14137111821960074,0.046,0.05,0.05829999999999996,0.0355665385723114,0.018043437892860278,0.21579579579579589,0.0914341878253071
0.02,-0.0897587884991784,0.036000000000000004,0.03,0.023950000000000006,0.020764736458659172,0.018570277262063974,0.1933740831295843,-0.057098420132003
0.32,0.5089869732460247,0.268,0.31,0.28669999999999973,0.2912386357784271,0.2678481366448002,0.4553276955602523,0.27384005289033736
0.26,0.04690833960886953,0.242,0.19,0.29090000000000005,0.23287610709667206,0.2540742682645783,0.32166276346604206,0.18854522652038738
0.51,0.43506434313744374,0.524,0.4,0.6005999999999998,0.4993891417980194,0.5595075585155087,0.5942732558139547,0.5350477415706494
0.0,0.3342118288994972,0.11800000000000002,0.0,0.0,-0.0030777810607105494,-0.04611676181373106,0.17774703557312244,0.021268497243553897
0.02,-0.05261240133922429,0.014000000000000002,0.02,0.022500000000000006,0.019348634406924248,-0.006926356084454247,0.1933740831295843,-0.07780780116735247
0.03,0.2199761961084043,0.078,0.07,0.10161166666666671,0.019489655271172523,0.28408810411128,0.3431661442006264,0.10639774422841514
1.0,0.7446492334959384,0.9259999999999999,0.97,0.9625999999999993,0.9698048233985901,0.9278593384072266,0.7635238095238085,1.1072855055386321
0.26,0.3366427012750054,0.132,0.23,0.19970000000000002,0.2604982554912567,0.2734629348110849,0.2341477272727273,0.2641144617457966
0.16,0.24772878451974484,0.11000000000000001,0.17,0.17689999999999986,0.1251886487007141,0.18774006109125074,0.41891666666666694,0.18539644089289498
0.47,0.5858852335518907,0.5200000000000001,0.47,0.5560999999999993,0.5177097916603088,0.6732084494704971,0.6301937984496128,0.6006336600651433
0.95,0.6359627090185354,0.876,0.94,0.9116999999999994,0.9469310641288757,0.9000948728880208,0.7300387596899226,0.882118643788206
0.98,0.8181392105651528,0.876,0.96,0.9694999999999996,0.9750292301177979,0.8878757378092974,0.7159084604715684,0.8163986428883181
0.73,0.43876984663502505,0.74,0.72,0.7475999999999999,0.8029553294181824,0.6800957990488079,0.6301937984496128,0.6112606445227902
0.86,0.9931419105085322,0.866,0.8,0.8646999999999996,0.8520581126213074,0.9206662678566273,0.8005737704918031,0.999044704908999
0.07,0.3613518046785197,0.166,0.05,0.06649999999999993,0.06871994584798813,0.05999359520835545,0.19979166666666656,0.08538046517338155
0.0,0.3959720051977384,0.658,0.0,0.0,0.0019681646954268217,0.08194447254977577,0.19979166666666656,0.384913961523584
0.0,-0.043198749322497454,0.004,0.0,0.0,-0.001843634294345975,-0.055081125717508235,0.09577380952380946,-0.09006647577503951
0.34,0.37016625496090416,0.44800000000000006,0.37,0.39410000000000006,0.3932900130748749,0.5108036624973454,0.5768187134502935,0.4565265247274052
0.46,0.49393405130787993,0.394,0.42,0.39179999999999987,0.40545421838760376,0.393772555546181,0.5768187134502935,0.46884873465504207
0.03,0.2649380926651057,0.02,0.01,0.02859999999999997,0.0007370216189883649,0.06370446791401663,0.21197802197802196,-0.02376413348801032
0.39,0.6001934515023242,0.718,0.5,0.4876000000000004,0.5918138027191162,0.4504896361536126,0.39909090909090905,0.5705315148026759
0.76,0.6148798556818769,0.8620000000000001,0.76,0.7710000000000002,0.7677110433578491,0.8053694633792943,0.6839035087719292,0.7899964080802944
1.06,0.5325373874715358,1.0400000000000003,1.06,0.8318000000000008,0.9792442321777344,0.7831695461030689,0.8005737704918031,0.8838972410580601
0.82,0.7146865375396918,0.818,0.8,0.8321999999999989,0.8066588044166565,0.8144424358514407,0.6906271777003476,0.7623025017985006
0.74,0.5297865349895664,0.6819999999999999,0.72,0.8868999999999992,0.8440250754356384,0.8143707730968411,0.6981749049429662,0.7164880985175677
0.41,0.27664335100959814,0.32,0.46,0.5367000000000004,0.5344195365905762,0.46343157972551835,0.5829847494553375,0.3533545153891702
0.33,0.3200189531391529,0.272,0.22,0.2497999999999998,0.3004331588745117,0.258935535718762,0.38052631578947355,0.24797863157184946
0.68,0.7587957807651637,0.658,0.7,0.7133000000000009,0.6966215372085571,0.7454531459338917,0.7635238095238085,0.7462506771145736
0.38,0.33695383126004375,0.38,0.42,0.35434000000000054,0.4009379744529724,0.26834439519089054,0.3429729729729728,0.3455329622778885
0.42,0.4902900016510747,0.44800000000000006,0.45,0.45129999999999976,0.322984516620636,0.5603752955213527,0.6089983844911149,0.5647878546331945
0.55,0.5289769856112037,0.43,0.53,0.5343000000000006,0.5153133869171143,0.4610664522530771,0.5301739130434785,0.3863154859080178
0.1,-0.023332163436634523,0.156,0.15,0.15490000000000015,0.1339738368988037,0.13229397184423164,0.21090566037735847,0.1002633578548511
0.94,0.8727796131507128,0.9359999999999999,0.87,0.9213000000000006,0.953372061252594,0.8994830586356225,0.8005737704918031,0.865536599799344
0.58,0.4655352441184626,0.634,0.56,0.5823000000000005,0.5897238254547119,0.5666282175355805,0.606851851851852,0.5782505886093217
0.02,-0.13884834698798965,0.015999999999999997,0.02,0.019500000000000014,0.018735086545348167,-0.0191140927268765,0.17774703557312244,-0.07294346792776696
0.65,0.4129666290770196,0.722,0.59,0.5774000000000004,0.6236580610275269,0.5554672698744657,0.5939664218258118,0.6115315788436597
0.13,0.1406956303376583,0.11600000000000002,0.14,0.12390000000000001,0.1363745480775833,0.0817686397799373,0.2684000000000004,0.11158062700122962
0.11,-0.04502054319255422,0.092,0.06,0.10879999999999988,0.07717040926218033,0.09528476202289791,0.2298029556650247,0.0998437497453343
0.2,0.34843902018496137,0.05800000000000001,0.11,0.1139,0.1498323678970337,0.09245571956701479,0.1788617886178862,0.2015594375497531
0.71,0.2854714031878227,0.49800000000000005,0.63,0.6632000000000007,0.7137745022773743,0.6801781676721984,0.6299599198396798,0.5904355251138059
1.0,0.5151238590053321,0.992,1.0,0.9986999999999996,1.0206676721572876,0.904455110374484,0.7159084604715684,0.8458102062065767
0.33,0.32258117365191613,0.286,0.32,0.29357500000000014,0.30571478605270386,0.25733524420745724,0.3429729729729728,0.3182784568632658
0.85,0.5195705043065307,0.8480000000000001,0.9,0.8182999999999998,0.8736789226531982,0.7818703280161249,0.68547974413646,0.738052188978207
0.99,0.589893382791269,0.9460000000000001,1.0,0.955,1.0393202304840088,0.7928965232963862,0.7048732394366186,0.7947106778213858
0.0,-0.16113017943302088,0.02,0.0,0.0035000000000000005,0.006231637205928564,-0.03053711451214556,0.1297175141242938,-0.07025078017726011
0.08,0.34052777329025546,0.124,0.1,0.09479999999999991,0.0997958704829216,0.23011485132742673,0.32166276346604206,0.19832055594474812
0.7,0.5864013360533837,0.5940000000000001,0.83,0.7355999999999994,0.7369920015335083,0.7520466165855078,0.6613736263736257,0.6126629869884443
0.6,0.38588334145154535,0.368,0.2,0.5345000000000001,0.6056782007217407,0.5700690479497881,0.606851851851852,0.5068492777356342
0.92,0.9822992162902286,0.9099999999999999,0.91,0.8981999999999991,0.8771432638168335,0.8909693982216506,0.792376873661673,0.9024005104816766
0.03,0.24425440284005417,0.014000000000000002,0.01,0.011820000000000008,0.030800512060523033,0.061705605968146074,0.24894736842105297,0.08568209883597547
0.77,0.46550382142255076,0.488,0.75,0.5726999999999998,0.7078766226768494,0.5589011123451705,0.606851851851852,0.42611852363551944
0.19,0.08298140174112328,0.17,0.24,0.19120000000000004,0.19849565625190735,0.1520235149363814,0.26580645161290306,0.1543554931377565
0.02,0.48830902991732755,0.8539999999999999,0.02,0.07359999999999993,0.15344779193401337,0.15962165057831537,0.19979166666666656,0.5744801190680624
0.51,0.5518387308692174,0.536,0.67,0.47259999999999985,0.44593924283981323,0.6212446477661597,0.5829847494553375,0.4948849951815656
1.01,0.9826041835898646,1.004,1.01,1.0071000000000008,1.0234266519546509,1.0052245637139934,0.8046563192904657,1.1171428852471996
0.93,0.7652709120886607,0.8299999999999998,0.89,0.8398999999999998,0.8705604672431946,0.9252695171605336,0.8046563192904657,1.0068246375809224
0.85,0.6720830329622247,0.908,0.89,0.8773000000000002,0.830744743347168,0.9122160283330769,0.7300387596899226,0.9388157122518863
0.31,0.3898778747989418,0.302,0.28,0.4161000000000001,0.34805622696876526,0.5196902357093915,0.5424962178517395,0.32367090181512137
0.97,0.5585609892055509,0.932,0.97,0.9150999999999996,0.9576253890991211,0.7325841863674859,0.6906271777003476,0.7359737555076288
0.97,0.7002783666581294,0.9620000000000001,1.0,0.9764000000000007,0.9320682883262634,0.8866357825418137,0.6598697916666675,1.0075470930489852
0.02,-0.11850410371543352,0.03,0.02,0.021600000000000015,0.016545429825782776,0.013839501899063024,0.19186274509803916,-0.06602932963876534
0.04,-0.08926689139238297,0.038,0.04,0.041899999999999986,0.04674139991402626,0.021376509187212955,0.19186274509803916,-0.05525511530293087
0.65,0.5985652780524396,0.488,0.55,0.5532999999999992,0.6251829862594604,0.5602835534425067,0.5743404255319152,0.45857579546558225
0.37,0.36420800798116315,0.38,0.38,0.39680000000000004,0.3753630518913269,0.36317862001202134,0.5412820512820512,0.2971559269806199
0.63,0.3746116447607614,0.48,0.63,0.6092000000000002,0.7181833982467651,0.38040776252291697,0.3614999999999997,0.5643845700513409
0.01,-0.01445343410624228,0.01,0.01,0.01039333333333334,0.009758993051946163,-0.013101378964520126,0.17524861878453046,-0.08938631092961768
0.98,0.7801212964644635,0.9719999999999999,0.9700000000000001,0.9701999999999991,0.9876911044120789,0.9647855563953218,0.7570420168067254,0.9288382213966146
0.7,0.3953801600149047,0.43599999999999994,0.73,0.5960000000000002,0.6318424344062805,0.5419839637850491,0.5412820512820512,0.48929242532047496
0.73,0.8918182284725915,0.738,0.71,0.7270999999999994,0.6888101696968079,0.681751662773585,0.6486567164179101,0.8381777114207762
0.72,0.6171232744149902,0.778,0.79,0.7862999999999998,0.8033140897750854,0.7866378997724255,0.6486567164179101,0.7568088542111286
0.59,0.5311302935485978,0.39,0.67,0.6413000000000001,0.5992954969406128,0.6327147218017847,0.606851851851852,0.4427861817337937
0.18,0.38318547126892405,0.302,0.2,0.3116999999999999,0.22867684066295624,0.4854267430465896,0.5412820512820512,0.30402049742089804
0.03,0.18676377240754383,0.018,0.01,0.013776666666666675,0.008711668662726879,0.06110348086822784,0.23412213740458038,0.019722952220440626
0.03,-0.023867086122969117,0.017999999999999995,0.03,0.028799999999999968,0.009459600783884525,0.0022184778843555796,0.1933740831295843,-0.07351341751567142
0.77,0.7516939902444943,0.858,0.71,0.7435999999999998,0.7160999178886414,0.6940929817081717,0.6292182030338408,0.823488776198454
0.75,0.4431492100540875,0.792,0.75,0.7783000000000005,0.7960354089736938,0.7560603108990127,0.6301937984496128,0.6791349793542849
0.0,0.089388688610674,0.046,0.0,0.0006999999999999999,-0.006471344269812107,-0.10377450206453337,0.1297175141242938,0.009891910511528601
0.02,0.004386331986490577,0.018,0.02,0.017553333333333344,0.007069012615829706,0.010348706324711273,0.17820945945945937,-0.062236519423140624
0.84,0.8907103855612502,0.7499999999999999,0.96,0.8749000000000001,0.8519015312194824,0.9323833454416907,0.8143187066974631,0.8963764767916933
0.62,0.6206695054264295,0.32399999999999995,0.67,0.6868999999999995,0.6587648391723633,0.6410802083940946,0.6149999999999998,0.48120986263729143
0.0,0.04951994343554744,0.094,0.0,0.0,0.01211821660399437,-0.06992900135419348,0.1297175141242938,-0.04107004044126589
0.64,0.4102751553129403,0.65,0.68,0.5521,0.6609501838684082,0.5373319042597068,0.5939664218258118,0.6053295208715141
0.3,0.309640880726471,0.24200000000000005,0.33,0.32910000000000006,0.3410480320453644,0.365371530920304,0.3767967145790554,0.20549273968070275
0.4,0.4937674127527706,0.254,0.67,0.6598,0.5286123156547546,0.6142540162689383,0.589856630824375,0.4351979211888527
0.03,0.22130028388715664,0.02,0.09,0.063,-0.0023536132648587227,0.06005501445678201,0.2055276381909547,0.01735064178525897
0.01,0.36310554638501225,0.066,0.01,0.021000000000000008,0.025099696591496468,0.08706638089822288,0.16499999999999998,0.1290429292766423
0.01,0.24672197105261515,0.013999999999999999,0.01,0.027299999999999974,0.02549555152654648,0.030898266350403245,0.15923076923076918,-0.11641202641850712
0.05,0.2348407508233273,0.078,0.1,0.11465499999999991,0.05350267142057419,0.28408810411128,0.3774550128534706,0.10598446308112797
0.0,-0.007989951335018175,0.008,0.0,5e-05,-0.00229091034270823,-0.016614337821676865,0.1297175141242938,-0.0898652249873435
0.46,0.41925528662029177,0.43999999999999995,0.48,0.4651999999999997,0.4581848084926605,0.46405058200774857,0.589856630824375,0.454362530891103
0.78,0.48182318043139377,0.672,0.68,0.6875000000000001,0.760300874710083,0.7165680762692459,0.6299599198396798,0.6260256862165519
0.52,0.2641998699277939,0.314,0.45,0.4623000000000001,0.5849442481994629,0.5811273307329838,0.5325263157894736,0.5594154980228928
0.9,0.5978157681701495,0.64,0.79,0.7226000000000004,0.7982001900672913,0.6245374087320157,0.7522222222222221,0.655856367873658
0.05,-0.0030309457436174525,0.04,0.05000000000000001,0.04999999999999991,0.061608653515577316,0.040524553749364915,0.21090566037735847,-0.014410263012721192
0.11,0.35786752365769176,0.43600000000000005,0.28,0.19865000000000005,0.17913329601287842,0.20895228178240544,0.20609589041095885,0.36799858288297094
0.21,0.3927110188013599,0.21400000000000002,0.23,0.24419999999999994,0.20653244853019714,0.29209996747177036,0.41891666666666694,0.3436724006444056
0.24,0.44860743753524573,0.198,0.16,0.14350000000000007,0.10743357241153717,0.15741863065994202,0.21999999999999995,0.16695796908968852
0.15,0.3407920660192591,0.152,0.15,0.16324000000000016,0.1418450027704239,0.258935535718762,0.3429729729729728,0.24632668489423099
0.15,0.38192102720166293,0.148,0.17,0.16979999999999998,0.12828658521175385,0.2983167135396363,0.40431211498973313,0.3141035106969601
0.29,0.39303635293791467,0.2,0.33,0.2952999999999997,0.30720677971839905,0.3262214129686527,0.5650340136054419,0.30382624705390987
0.2,0.49591728240868516,0.39,0.19,0.18963999999999995,0.1583598405122757,0.16867226749681608,0.1788617886178862,0.3422673783281879
0.94,0.8019912001752975,0.8699999999999999,0.86,0.8516999999999999,0.8822261095046997,0.8841886212280274,0.7570420168067254,0.9502058279240497
0.58,0.4258927674626324,0.404,0.48,0.4560000000000002,0.5585300922393799,0.5155991996801385,0.5424962178517395,0.5262108411737043
0.56,0.5318721280112032,0.586,0.62,0.6195999999999998,0.6394755244255066,0.6684102799288495,0.6105021834061157,0.5416967001445532
0.14,0.006662589841965827,0.13199999999999998,0.14,0.14440000000000008,0.15684755146503448,0.10370868934955482,0.24425149700598806,0.11213458320300537
0.63,0.41595960727232584,0.5599999999999999,0.72,0.5018000000000005,0.5559238791465759,0.6348086473818169,0.6093913043478271,0.5498150209050493
0.11,0.34664198567292515,0.398,0.23,0.14300000000000013,0.18581824004650116,0.1700125623168202,0.23180327868852452,0.33690845467108277
1.02,1.1024721480416484,1.006,1.01,1.0081000000000016,1.0211596488952637,1.0052245637139934,0.817666666666667,1.0714057942827482
0.15,-0.004791435122149967,0.156,0.16,0.17739999999999997,0.22936853766441345,0.19363436220592128,0.3027950310559004,0.11654969874473917
0.22,0.32884903862694903,0.272,0.22,0.24259999999999982,0.2266674041748047,0.258935535718762,0.38052631578947355,0.24575890216510016
0.67,0.4568025733400076,0.712,0.73,0.6952999999999997,0.6657747030258179,0.5804728658100108,0.589856630824375,0.5097028811870312
0.08,-0.06025556025716944,0.08800000000000001,0.06,0.08539999999999993,0.07775221765041351,0.09612072859144881,0.2298029556650247,0.09044408591892275
